Proc. Licitatório;Proc. Administrativo;Modalidade;Exercício;N° Mod.;Situação;Data Abert. Propost.;Valor Previsto;Valor Total Licitação;Objeto;Data do Edital;Data Encerramento;Carona;Reg. Preço;Artigo/Inciso;Economia Absoluta;Economia Percentual
000126/22;126.0;DISPENSA;22;40;Homologada  ;01/10/2022;12362.75;11222.0;Contratação de empresa especializada em organização de eventos, para fornecimento e instalação de mesas, cadeiras e itens de decoração, para que seja ;08/09/2022;01/10/2022;;N;Art. 24, II, Lei 8666/93;1140.75;0.09227315928899314
000125/22;125.0;DISPENSA;22;39;Homologada  ;29/09/2022;15464.97;14850.0;Contratação de empresa especializada em fornecimento e instalação de BRIP (braços de iluminação pública), para atender as necessidades das vias públic;12/09/2022;29/09/2022;;N;Art. 24, I, Lei 8666/93;614.9699999999993;0.03976535357003598
000124/22;124.0;CONVITE;22;22;Homologada  ;10/10/2022;30135.68;29530.0;Contratação de empresa especializada no fornecimento de filtros de óleo e combustível, para manutenção de diversos veículos e máquinas da Prefeitura M;22/09/2022;10/10/2022;;N;;605.6800000000003;0.02009843481215623
000123/22;123.0;DISPENSA;22;38;Homologada  ;26/09/2022;33202.63;30611.36;Aquisição de Câmeras (IP Internet Protocol), para atender as necessidades do Município de Riolândia-SP, na forma descritiva e requisitos constantes em;02/09/2022;26/09/2022;;N;Art. 75, II, Lei 14.133/2021;2591.269999999997;0.07804411879420386
000122/22;122.0;DISPENSA;22;37;Homologada  ;27/09/2022;9300.0;7800.0;Contratação de Empresa para prestação de serviços de apoio técnico junto ao departamento de tributos do Município, destinados para implantação de ferr;01/09/2022;27/09/2022;;N;Art. 24, II, Lei 8666/93;1500.0;0.16129032258064516
000121/22;121.0;DISPENSA;22;36;Homologada  ;26/09/2022;53460.48;51240.0;Aquisição de medicações manipuladas, para atender as necessidades das Unidades Básicas de Saúde do Município de Riolândia/SP, pelo período de 12 (doze;05/09/2022;26/09/2022;;N;Art. 75, II, Lei 14.133/2021;2220.480000000003;0.04153498060623479
000120/22;120.0;DISPENSA;22;35;Homologada  ;21/09/2022;20692.6;20474.05;Contratação de empresa especializada em serviços de combate e prevenção a incêndio, para atender as necessidades do Centro Comunitário e Quadra do Mun;01/09/2022;21/09/2022;;N;Art. 24, I, Lei 8666/93;218.54999999999927;0.010561746711384712
000119/22;119.0;PREGÃO PRESENCIAL;22;43;Homologada  ;29/09/2022;741367.76;307499.09;Registro de preço para eventual aquisição de gêneros de consumo e utensílios, para atendimento às necessidades dos serviços de diversos setores da Pre;09/09/2022;29/09/2022;;S;;433868.67;0.5852273236160148
000118/22;118.0;TOMADA DE PREÇOS;22;12;Homologada  ;30/09/2022;277774.81;277774.81;Contratação de empresa especializada em serviços de pavimentação/recapeamento do pavimento de vias públicas, calçadas e sinalização viária, no municíp;08/09/2022;30/09/2022;;N;;0.0;0.0
000117/22;117.0;TOMADA DE PREÇOS;22;11;Homologada  ;30/09/2022;524965.71;524965.71;Contratação de empresa especializada em serviços de pavimentação/recapeamento do pavimento de vias públicas, calçadas e sinalização viária, no municíp;08/09/2022;30/09/2022;;N;;0.0;0.0
000116/22;116.0;TOMADA DE PREÇOS;22;10;Homologada  ;30/09/2022;654663.08;654663.08;Contratação de empresa especializada em serviços de pavimentação/recapeamento do pavimento de vias públicas, calçadas e sinalização viária, no municíp;08/09/2022;30/09/2022;;N;;0.0;0.0
000115/22;115.0;TOMADA DE PREÇOS;22;9;Homologada  ;28/09/2022;527573.91;527573.91;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM SERVIÇOS DE PAVIMENTAÇÃO/RECAPEAMENTO DO PAVIMENTO DE VIAS PÚBLICAS, CALÇADAS E SINALIZAÇÃO VIÁRIA, NO MUNICÍP;02/09/2022;28/09/2022;;N;;0.0;0.0
000114/22;114.0;PREGÃO PRESENCIAL;22;42;Homologada  ;23/09/2022;1181985.2;812809.6;Registro de Preço para aquisição de materiais hospitalares, para atender a demanda das Unidades Básicas de Saúde do Município de Riolândia-SP, com ent;05/09/2022;23/09/2022;;S;;369175.6;0.3123352136727262
000113/22;113.0;TOMADA DE PREÇOS;22;8;Homologada  ;27/09/2022;1000430.95;990446.56;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM SERVIÇOS DE PAVIMENTAÇÃO/RECAPEAMENTO DO PAVIMENTO DE VIAS PÚBLICAS, CALÇADAS E SINALIZAÇÃO VIÁRIA, NO MUNICÍP;01/09/2022;27/09/2022;;N;;9984.389999999898;0.00998008908061061
000112/22;112.0;PREGÃO PRESENCIAL;22;41;Homologada  ;19/09/2022;724005.1;423543.1;Registro de Preço para aquisição futura e parcelada de leites especiais e suplementos alimentares, tendo em vista crianças e adultos com diversos prob;30/08/2022;19/09/2022;;S;;300462.0;0.4149998390895313
000111/22;111.0;DISPENSA;22;34;Homologada  ;31/08/2022;19898.78;19012.43;Contratação de empresa especializada em serviços de montagem de estrutura metálica, para atender as necessidades do estádio municipal de Riolândia-SP,;03/08/2022;31/08/2022;;N;Art. 24, I, Lei 8666/93;886.3499999999985;0.04454293177772701
000110/22;110.0;INEXIGIBILIDADE;22;7;Homologada  ;31/08/2022;30000.0;30000.0;Contratação de profissional do setor artístico, para realização de show para as festividades do tradicional “Encontro Nordestino” do Município de Riol;04/08/2022;31/08/2022;;N;Art. 25, III, Lei 8666/93;0.0;0.0
000109/22;109.0;PREGÃO PRESENCIAL;22;40;Homologada  ;14/09/2022;922873.91;860983.5;Registro de Preço de serviços de borracharia para manutenção da frota oficial da Prefeitura Municipal de Riolândia-SP, pelo período de 12 (doze) meses;26/08/2022;14/09/2022;;S;;61890.41000000003;0.0670626933206943
000108/22;108.0;PREGÃO PRESENCIAL;22;39;Homologada  ;15/09/2022;531960.0;294340.52;Registro de Preço de empresa especializada na realização de oficinas de atividades socioeducativas no âmbito dos programas da Assistência Social do mu;01/09/2022;15/09/2022;;S;;237619.47999999998;0.4466867433641627
000107/22;107.0;PREGÃO PRESENCIAL;22;38;Homologada  ;16/09/2022;224514.19;85093.79;Registro de Preço para aquisição futura e parcelada de materiais e medicamentos odontológicos, para atender a atenção básica a saúde bucal do Municípi;23/08/2022;16/09/2022;;S;;139420.40000000002;0.6209870298175809
000106/22;106.0;DISPENSA;22;33;Homologada  ;23/08/2022;14199.9;11700.0;Aquisição de bancos de concreto para instalação nas praças públicas do Município de Riolândia/SP, conforme especificações técnicas e quantidades conti;10/08/2022;23/08/2022;;N;Art. 24, II, Lei 8666/93;2499.8999999999996;0.17605053556715186
000105/22;105.0;PREGÃO PRESENCIAL;22;37;Homologada  ;06/09/2022;577672.7;514803.5;Registro de Preços para a aquisição de gêneros alimentícios não perecíveis para atendimento às necessidades do serviço de merenda escolar da Rede Muni;24/08/2022;06/09/2022;;S;;62869.19999999995;0.10883186967291333
000104/22;104.0;PREGÃO PRESENCIAL;22;36;Homologada  ;05/09/2022;188335.15;175310.8;Registro de Preço para eventual aquisição de material gráfico para atender a demanda de diversos setores da Prefeitura Municipal de Riolândia-SP, com ;18/08/2022;05/09/2022;;S;;13024.350000000006;0.06915517363593576
000103/22;103.0;CONVITE;22;21;Homologada  ;30/08/2022;162626.67;156240.0;Contratação de empresa especializada no fornecimento de peças/acessórios e mão de obra, para manutenção de quatro Pás Carregadeiras, uma Retroescavade;18/08/2022;30/08/2022;;N;;6386.670000000013;0.03927197181126572
000101/22;101.0;DISPENSA;22;32;Homologada  ;08/08/2022;16183.33;15900.0;Aquisição de uma geladeira frigorífica para conservação de alimentos, para atender as necessidades da Cozinha Piloto do Município de Riolândia/SP, con;15/07/2022;08/08/2022;;N;Art. 24, II, Lei 8666/93;283.3299999999999;0.017507521628737716
000100/22;100.0;DISPENSA;22;31;Homologada  ;08/08/2022;31360.0;30500.18;Contratação de empresa especializada no fornecimento e montagem de alambrado, para atender as necessidades da Quadra poliesportiva Dona Eva do Municíp;26/07/2022;08/08/2022;;N;Art. 24, I, Lei 8666/93;859.8199999999997;0.027417729591836724
000099/22;99.0;PREGÃO PRESENCIAL;22;35;Homologada  ;19/08/2022;463760.0;400000.0;Registro de preço para eventual aquisição de livros escolares, para distribuição aos alunos matriculados nas escolas municipais do Município de Riolân;29/07/2022;19/08/2022;;S;;63760.0;0.13748490598585475
000098/22;98.0;PREGÃO PRESENCIAL;22;34;Homologada  ;17/08/2022;7931500.0;7852185.0;Registro de preço para a aquisição de combustíveis para abastecimento direto da frota municipal, através de postos de serviços, pelo período 12 (doze);04/08/2022;17/08/2022;;S;;79315.0;0.01
000097/22;97.0;DISPENSA;22;30;Homologada  ;22/07/2022;18547.2;17400.0;Locação de trator, incluso motorista e auxiliares, para aplicação de herbicidas no Município de Riolândia/SP, conforme especificações técnicas e quant;07/07/2022;22/07/2022;;N;Art. 24, II, Lei 8666/93;1147.2000000000007;0.06185300207039341
000096/22;96.0;PREGÃO PRESENCIAL;22;33;Homologada  ;10/08/2022;714003.7;708000.0;Registro de Preço para aquisição de óleo lubrificante, graxa e fluído para freio, para a manutenção da frota de veículos, máquinas e equipamentos dos ;22/07/2022;10/08/2022;;S;;6003.699999999953;0.008408499843908308
000095/22;95.0;PREGÃO PRESENCIAL;22;32;Homologada  ;09/08/2022;187904.01;185056.74;Contratação de empresa para fornecimento da licença de uso de software por prazo determinado, com atualização mensal, que garanta as alterações legais;25/07/2022;09/08/2022;;N;;2847.2700000000186;0.015152789980373588
000094/22;94.0;PREGÃO PRESENCIAL;22;31;Homologada  ;05/08/2022;57537.62;35988.1;Registro de Preço para aquisição de medicamentos e produtos de uso veterinário, para atender a demanda do Canil Municipal de Riolândia-SP, com entrega;18/07/2022;05/08/2022;;S;;21549.520000000004;0.3745292210557198
000093/22;93.0;DISPENSA;22;29;Homologada  ;19/07/2022;14811.34;14150.0;Contratação de empresa especializada na prestação de serviços especializada, para manutenção da caçamba e troca de assoalho do Caminhão Compactador pe;01/07/2022;19/07/2022;;N;Art. 24, II, Lei 8666/93;661.3400000000001;0.044650922873960094
000092/22;92.0;PREGÃO PRESENCIAL;22;30;Homologada  ;04/08/2022;700189.44;665580.0;Registro de Preço para fornecimento de Oxigênio Medicinal em sistema de comodato dos cilindros, para atender os pacientes da Rede Básica de Saúde do M;13/07/2022;04/08/2022;;S;;34609.439999999944;0.04942868032971184
000091/22;91.0;PREGÃO PRESENCIAL;22;29;Homologada  ;02/08/2022;1786902.2;1237773.24;Registro de Preço para aquisição de materiais de expediente e papelaria para atender a demanda dos diversos setores da Prefeitura Municipal de Riolând;12/07/2022;02/08/2022;;S;;549128.96;0.3073077866264869
000090/22;90.0;DISPENSA;22;28;Homologada  ;15/07/2022;21180.88;19130.0;Aquisição de 1.000 kits para citologia em base líquida (instrumentos para coleta e armazenamento de amostra, insumos e reagentes necessários para o pr;01/07/2022;15/07/2022;;N;Art. 75, II, Lei 14.133/2021;2050.880000000001;0.09682694958849684
000089/22;89.0;CONVITE;22;20;Homologada  ;25/07/2022;51370.65;47984.0;Contratação de empresa especializada em serviços de retirada e aplicação de insufilm, fornecimento de peças, limpeza e manutenção preventiva de ar con;11/07/2022;25/07/2022;;N;;3386.6500000000015;0.0659257766837679
000088/22;88.0;DISPENSA;22;27;Homologada  ;12/07/2022;14593.33;13880.0;Aquisição de equipamento “Turbilhão”, para atender as necessidades do Centro de Fisioterapia do Município de Riolândia/SP, com entrega imediata, confo;01/07/2022;12/07/2022;;N;Art. 24, II, Lei 8666/93;713.3299999999999;0.04888055022397218
000087/22;87.0;CONVITE;22;19;Homologada  ;20/07/2022;42700.0;40000.0;Contratação de empresa especializada no fornecimento de estrutura técnica e operacional para realização da tradicional “Festa do Peão” do Município de;12/07/2022;20/07/2022;;N;;2700.0;0.06323185011709602
000086/22;86.0;CONVITE;22;18;Homologada  ;20/07/2022;46627.66;44231.0;Contratação de empresa especializada no fornecimento de peças/acessórios e mão de obra, para manutenção de uma Van, dois Ônibus e três Micro-ônibus da;01/07/2022;20/07/2022;;N;;2396.6600000000035;0.051399963026238144
000085/22;85.0;PREGÃO PRESENCIAL;22;28;Homologada  ;21/07/2022;430198.32;320239.65;Registro de Preço para aquisição de gêneros alimentícios perecíveis e não perecíveis, para atendimento às necessidades de diversos setores da Administ;01/07/2022;21/07/2022;;S;;109958.66999999998;0.25559995213370423
000084/22;84.0;PREGÃO PRESENCIAL;22;27;Homologada  ;19/07/2022;641024.68;449477.0;Registro de Preço para aquisição de alimentos perecíveis e não perecíveis, para projetos e programas da Assistência Social do Município de Riolândia/S;01/07/2022;19/07/2022;;S;;191547.68000000005;0.2988148287831914
000083/22;83.0;CONVITE;22;17;Homologada  ;11/07/2022;90696.04;80435.0;Contratação de empresa especializada na confecção e correta instalação de faixas, banner em lona e adesivos de vinil, com impressão digital, colorida ;23/06/2022;11/07/2022;;N;;10261.039999999994;0.11313658236897657
000082/22;82.0;CONVITE;22;16;Homologada  ;08/07/2022;41715.0;39945.0;Contratação de empresa especializada na prestação de serviços especializados de elaboração de Projetos Executivos (incluindo memorial descritivo da ob;27/06/2022;08/07/2022;;N;;1770.0;0.042430780294857966
000081/22;81.0;DISPENSA;22;26;Homologada  ;27/06/2022;14556.0;11388.0;Contratação de empresa especializada em locação de equipamento de informática do tipo “servidor” seminovo, para atender as necessidades da Prefeitura ;01/06/2022;27/06/2022;;N;Art. 24, II, Lei 8666/93;3168.0;0.21764220939818632
000080/22;80.0;PREGÃO PRESENCIAL;22;26;Homologada  ;13/07/2022;558106.58;521497.35;Registro de Preço de empresa especializada no fornecimento de peças e acessórios e na prestação de serviços de auto elétrica, para manutenção preventi;22/06/2022;13/07/2022;;S;;36609.22999999998;0.06559541010966038
000079/22;79.0;INEXIGIBILIDADE;22;6;Homologada  ;27/06/2022;62500.0;62500.0;Contratação de profissional do setor artístico, para realização de show para as festividades da tradicional “Festa do Peão” do Município de Riolândia-;06/06/2022;27/06/2022;;N;Art. 25, III, Lei 8666/93;0.0;0.0
000078/22;78.0;INEXIGIBILIDADE;22;5;Homologada  ;27/06/2022;85000.0;85000.0;Contratação de profissional do setor artístico, para realização de show para as festividades da tradicional “Festa do Peão” do Município de Riolândia-;06/06/2022;27/06/2022;;N;Art. 25, III, Lei 8666/93;0.0;0.0
000077/22;77.0;CONVITE;22;15;Homologada  ;30/06/2022;225283.36;221928.3;Contratação de empresa especializada na prestação de serviços para a reforma do Centro de Múltiplo Uso do Município de Riolândia-SP, conforme especifi;21/06/2022;30/06/2022;;N;;3355.0599999999977;0.014892622340149746
000076/22;76.0;CONVITE;22;14;Homologada  ;30/06/2022;189345.84;186868.0;Contratação de empresa especializada no fornecimento e instalação de luminária de LED na Avenida 11 do Município de Riolândia-SP, conforme especificaç;21/06/2022;30/06/2022;;N;;2477.8399999999965;0.013086318664302297
000075/22;75.0;PREGÃO PRESENCIAL;22;25;Homologada  ;05/07/2022;241809.99;224700.0;Aquisição de 03 (três) veículos 0 Km, para atender as necessidades do Setor de Saúde e do Setor Administrativo da Prefeitura Municipal de Riolândia/SP;15/06/2022;05/07/2022;;N;;17109.98999999999;0.07075799473793448
000074/22;74.0;CONVITE;22;13;Homologada  ;29/06/2022;266200.36;264599.99;Contratação de empresa especializada na prestação de serviços de execução de acessibilidade em calçadas das áreas centrais e de unidades de saúde do M;20/06/2022;29/06/2022;;N;;1600.3699999999953;0.006011900209300977
000073/22;73.0;PREGÃO PRESENCIAL;22;24;Homologada  ;04/07/2022;177412.99;176011.0;Registro de preços de empresa especializada no fornecimento de toners e cartuchos, para suprir as necessidades de diversos setores da Prefeitura Munic;15/06/2022;04/07/2022;;S;;1401.9899999999907;0.007902408949874476
000072/22;72.0;DISPENSA;22;25;Homologada  ;20/06/2022;7933.33;6800.0;Contratação de empresa especializada na prestação de serviços de planejamento e execução de Processo Seletivo Simplificado no município de Riolândia, ;01/06/2022;20/06/2022;;N;Art. 24, II, Lei 8666/93;1133.33;0.1428567827129339
